name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
KelvinD,Atlanta Metro,14 reviews,Great experience. Staff were excellent. Food was delicious. We were there on Friday night so we're able to enjoy excellent entertainment. This will be on our favorites list going forward.,5,5,5,5,Dined on June 24 2017
Lois,Washington DC,26 reviews,"Excellent food and ambiance.  Server could have been a little more attentive.  Eating in ""courtyard"" area gave outdoor feel without the heat.",4,4,3,5,Dined on June 23 2017
BrendaB,Wilmington,8 reviews,I've been going to this restaurant since it opened over 40 years ago but it had been 12 years since my last visit.  We took our daughter and her friend for a birthday dinner and we were so delighted and impressed that it still had the same excellent food and service we remembered.  I cannot recall how many people I've told about Il Cortile over the years but the word from me will continue to spread in the hopes this fine establishment will continue to thrive for decades to come.  Thank you!,5,5,5,5,Dined on June 21 2017
DWBA,Charleston,30 reviews,Great food without NYC prices in NYC.,4,4,4,4,Dined on June 21 2017
OpenTable Diner,Chicago,1 review,The food and service was excellent as always.  If I have time for dinner in NYC I always choose Il Cortile. The best.,5,5,5,5,Dined on June 17 2017
richardw,New York City,2 reviews,I try to visit Il Cortile whenever I come to NY from Virginia. Everything was wonderful. My only disappointment was that Veal Valdastana was not one of the specials that evening.,5,5,5,4,Dined on June 15 2017
CarrieC,Jacksonville,2 reviews,Absolutely FANTASTIC restaurant! Friendly staff delicious/authentic Italian food! Highly recommend!,5,5,5,5,Dined on June 14 2017
OpenTable Diner,New York City,1 review,Simply Awesome!!,5,5,5,5,Dined on June 11 2017
Rootdoc,Minneapolis,9 reviews,"I've been there before.  Very large space with separate rooms.  All with great atmosphere.  I prefer the courtyard.  Had great service and very good traditional ""Red Sauce"" fare.  The only complaint I have is the the wine list was terrible.  Very few selections.  I couldn't believe how sparse the selection was. I think Olive Garden would even have a better list.",4,4,4,5,Dined on June 11 2017
OpenTable Diner,New York City,1 review,Both my friend and I love saying that we would enjoy going back and we did in fact go back I was really nice delicious reasonable authentic dining experience,5,5,5,5,Dined on June 9 2017
michameow,New York City,1 review,Really enjoyed our visit last week.  Great atmosphere and nice staff.  I just wished they offered more vegetarian options.,4,4,4,4,Dined on June 7 2017
OpenTable Diner,Washington DC,3 reviews,Great service and fantastic food. Really enjoyed our date night dinner,5,4,4,4,Dined on June 5 2017
CandA,New York City,3 reviews,Tourist trap. Soggy and tasteless pasta dishes. We had three different pasta dishes and none was what to expect from an Italian restaurant.,1,1,3,3,Dined on June 4 2017
OpenTableMan,London,261 reviews,I wanted to go to Little Italy for dinner. Along the street there are many shops offering outdoor dining - just like in the streets of any Italian city. I picked this one based on a friend's recommendation. As you enter it's like going to Italy. The entire staff is speaking Italian. The food is very authentic. And the service is very sincere. I would like to go back. But then I'd also like to try some other restaurants along that street.The nice part they are very accomodating on food preparation - most dishes can be prepared 'vegetarian'.,5,5,5,5,Dined on June 3 2017
MirandaC,New York City,2 reviews,Such a beautiful space. The food was lovely and the service was top notch. Highly recommend.,5,5,5,5,Dined on May 30 2017
JSOR,Key West,27 reviews,Lovely ambiance great service and extensive menu. We had four different meals and all were good. Portions were huge and could be shared. The desserts were especially nice but probably not made at the restaurant. Bread basket was not appealing...very hard and dry breadsticks that were not eatable. However a comfortable dinner in a attractive restaurant.,4,3,5,5,Dined on May 29 2017
Jollyroger,Philadelphia,19 reviews,We had a group of 11 and the staff accommodated us in the wonderful atrium.  Great food and great service!!,5,5,4,5,Dined on May 24 2017
MartinK,Washington DC,1 review,We have been customers of Il Cortile since 1988 when we discovered this gem in the middle of Little Italy. Being frequent tourists to NYC whether with family or friends Il Cortile has not disappointed any of us. The quality and choices of food drinks fresh bread reasonable prices and the ambiance accentuated by the most personable yet unobtrusive attention from the camerrieri namely Angelo make this spot a must on our every trip to the Big Apple. Grazie!,5,5,5,5,Dined on May 22 2017
OpenTable Diner,New York City,1 review,The food was delicious.  The only complaint we have is that my husband's dinner which was the pasta which (I think they called it Sunday sauce) was supposed to have a meatball a sausage and a bracciole. Well the bracciole was missing and when he asked the waiter he was told that it was in there. Clearly it wasn't and when the waiter asked the chef the chef said they were all out of it.  I'm thinking they left it out because they were out of it so telling my husband that they gave it to him when they did not was just not true. We wouldn't say it wasn't in there if it was! He actually ordered that particular dish because he was in the mood for bracciole!! Anyway other than that it was a nice evening.,5,4,5,5,Dined on May 22 2017
OpenTable Diner,New York City,2 reviews,Our second visit to il Cortile the dining choice of the cast of The Sopranos! It’s a fabulous all round experience great buzz super food and super service a Little Italy must eat!,5,5,5,5,Dined on May 21 2017
mdniotta,Orange County,32 reviews,Authentic excellent food and service! The restaurant reminds me of a place where my Italian relatives bring their families to for Sunday dinner.,5,5,5,5,Dined on May 21 2017
Lzksu,New York City,68 reviews,Family visiting,5,5,5,4,Dined on May 20 2017
OpenTable Diner,Omaha,1 review,Amazing service food and ambiance. What a fun place to have many types of events! If ever back in NYC we will find this place again..worth the steps to get there!,5,5,5,5,Dined on May 8 2017
Nafpakt01,New York City,10 reviews,Good food and good service!,4,4,4,4,Dined on May 8 2017
JamesNYC,New York City,252 reviews,Very touristy but decent food and ok service,4,5,5,5,Dined on May 6 2017
OpenTable Diner,New York City,3 reviews,Great pasta and interesting salads !Overall good tasting food.,4,5,5,3,Dined on April 30 2017
DCinATL,Atlanta Metro,90 reviews,This restaurant is classic old-school Italian.  The service is excellent and the food is very good.  One person in our party was a vegetarian.  With the exception of a couple of appetizers and one entree special there were very few vegetarian options.,5,4,5,5,Dined on April 30 2017
Greeneyedkzin,New York City,20 reviews,"I have been going to Il Cortile for almost 20 years now and it is probably my favorite place in Little Italy: traditional gracious and filled with tasty food served expertly and with warm hospitality.Even at 5:30 (we arrived early) the courtyard had filled with people I think were local and know a good thing when they have one. The place accommodated couples and families: even the children were composed and happy. Portions are huge. Two people can split an antipasto  while I don't know how anyone gets through antipasto pasta entree and dessert. I had the Sunday ""gravy"" which is tasty and more of a stew with meatballs sausage and ribs the flavor seeping into the rigatoni. Also ordered was veal and my friend couldn't finish that either. We barely had enough room for espresso and macchiato respectively.The manager and waiters are old-school and very courteous dinner was leisurely in beautiful surroundings. I'm already looking forward to going back.",5,5,5,5,Dined on April 24 2017
OpenTable Diner,San Francisco,1 review,please disregard the bad reviews but responses mandatory. I did not eat at IC.please see my private note below,1,1,1,1,Dined on April 17 2017
jrobins913,Kansas City,2 reviews,Excellent Italian food with really good home-made pasta.  The Napoleon was awesome!,5,5,5,4,Dined on April 16 2017
LGood,Miami,1 review,The restaurant was recommended by a friend who went as a child many years ago the food was truly delicious!  Appetizers were large and enough for four of us to have a taste.  Entree's were great.  And cannoli for dessert was amazing.  A must if you visit Little Italy in NYC.,5,5,4,4,Dined on April 10 2017
GregD,Tampa,14 reviews,Second time here.  Wanted to make sure it was as good as I thought the first time.  It was amazing.  Angelo our server was incredible.   Make it a point to come for lunch.  No rush.   Great service.  Excellent food.  Grazie!,5,5,5,5,Dined on April 9 2017
JamesNYC,New York City,252 reviews,Long-standing establishment,5,5,5,5,Dined on April 8 2017
OpenTable Diner,New York City,7 reviews,Trip to the city for a long kids free weekend. Awesome food. Great wine. Well worth checking out.,5,5,5,4,Dined on April 8 2017
OpenTable Diner,Central Coast,6 reviews,The experience was very good.  The only hiccup was they didn't have my reservation in the system.  Other than that it was great,4,5,5,5,Dined on March 28 2017
Ramurphyjr,Treasure Coast,42 reviews,Once again a delicious meal of authentic Italian cuisine. Great neighborhood feel.,5,5,4,5,Dined on March 26 2017
Jordan,Columbus,11 reviews,loved our experience at Il Cortile. The wait staff was fast and friendly and the food was amazing. I'd recommend it to anyone looking for Italian in the city or a Little Italy gem that won't let them down.,5,5,5,5,Dined on March 25 2017
OpenTable Diner,Orlando,1 review,Always an outstanding Italian dinner in New York. The mushroom chicken is beyond excellent.,4,5,5,5,Dined on March 25 2017
